"Faction","X","Y"
"Neutral","-2116","-1052"
"Neutral","2001","-2034"
"Neutral","-1504","-2246"
"Neutral","928","1059"
"Neutral","-493","-2574"
"Neutral","1623","1851"
"Neutral","1317","2116"
"Neutral","1889","-771"
"Neutral","2695","2583"
"Neutral","2505","-2299"
"Neutral","-1258","-1377"
"Neutral","-2357","631"
"Neutral","-2475","-525"
"Neutral","1353","-1721"
"Neutral","1432","2710"
"Neutral","1697","2037"
"Neutral","-598","-2117"
"Neutral","2766","1690"
"Neutral","-356","-1847"
"Neutral","2011","2102"
"Neutral","2367","-87"
"Neutral","-2000","1065"
"Neutral","-2206","2150"
"Neutral","-1439","86"
"Neutral","1885","2134"
"Neutral","-990","-1404"
"Neutral","2676","-530"
"Neutral","-341","2066"
"Neutral","-805","-2585"
"Kavani","130","1306"
"Lycentian","-522","90"
"Neutral","-650","-2097"
"Neutral","1847","1221"
"Neutral","1748","1473"
"Neutral","-3113","1029"
"Kavani","21","1297"
"Neutral","-55","-933"
"Neutral","3075","695"
"Neutral","-575","581"
"Neutral","1928","214"
"Neutral","1784","269"
"Neutral","-1135","-933"
"Neutral","-1718","-442"
"Neutral","-201","-51"
"Neutral","-2310","1763"
"Neutral","501","2285"
"Neutral","-1261","-307"
"Neutral","-292","3124"
"Neutral","-2571","-1074"
"Neutral","-2205","1753"
"Neutral","-843","936"
"Kavani","523","1478"
"Neutral","-2387","1181"
"Neutral","1711","-733"
"Neutral","1777","-970"
"Neutral","118","-2690"
"Neutral","-1233","-98"
"Neutral","1954","-1094"
"Neutral","-1104","-696"
"Neutral","-2104","-1156"
"Neutral","842","1628"
"Neutral","-739","561"
"Neutral","1449","1000"
"Lycentian","-826","-441"
"Neutral","1950","-1446"
"Foralkan","857","-207"
"Neutral","-2244","2170"
"Neutral","1778","2814"
"Neutral","-703","-1793"
"Neutral","1924","-1311"
"Neutral","1855","-1222"
"Neutral","-541","-1319"
"Neutral","-145","-84"
"Neutral","-1996","-1554"
"Neutral","-875","-853"
"Neutral","83","-2721"
"Neutral","-1935","60"
"Neutral","-584","-2972"
"Neutral","-1932","1887"
"Neutral","1974","-1635"
"Neutral","-1890","-439"
"Neutral","-566","1522"
"Neutral","-983","-2451"
"Kavani","91","1309"
"Neutral","1927","-1658"
"Lycentian","-566","-689"
"Neutral","-56","2008"
"Neutral","1884","-1707"
"Neutral","1817","-1721"
"Neutral","630","2959"
"Neutral","1874","-1899"
"Neutral","1764","-1978"
"Neutral","-1782","36"
"Neutral","-2476","196"
"Neutral","2557","-1081"
"Neutral","-2086","1318"
"Neutral","3195","1184"
"Neutral","-1951","-561"
"Neutral","-1663","1880"
"Foralkan","1115","-1081"
"Neutral","1897","-679"
"Lycentian","-534","-640"
"Neutral","-187","-1928"
"Neutral","1839","-2168"
"Neutral","2239","2643"
"Neutral","1708","-2347"
"Foralkan","1285","-1044"
"Neutral","-2213","-1402"
"Neutral","2771","-373"
"Neutral","-545","-2294"
"Neutral","-2634","-727"
"Neutral","-874","2046"
"Neutral","2795","2521"
"Neutral","789","-2078"
"Neutral","1391","2767"
"Neutral","-1011","-1000"
"Neutral","-1269","2348"
"Neutral","-1708","-2066"
"Neutral","1490","2446"
"Neutral","-1459","34"
"Neutral","1404","2515"
"Neutral","1437","2507"
"Neutral","-2572","-241"
"Syndicate","-1913","895"
"Neutral","1326","2226"
"Neutral","-2126","164"
"Neutral","-1976","160"
"Neutral","1819","-823"
"Neutral","1547","1342"
"Neutral","-1995","-519"
"Neutral","1514","2091"
"Neutral","807","725"
"Neutral","372","-986"
"Neutral","1274","1896"
"Neutral","228","3061"
"Neutral","3084","-568"
"Neutral","707","2346"
"Neutral","1298","1851"
"Neutral","-2141","1313"
"Neutral","-885","-1136"
"Neutral","-2288","-220"
"Neutral","525","1796"
"Neutral","1420","1483"
"Neutral","1471","1555"
"Neutral","1746","-2488"
"Neutral","128","2023"
"Neutral","-1570","-2605"
"Neutral","-1752","-976"
"Neutral","268","2542"
"Neutral","-568","1156"
"Lycentian","-757","-492"
"Neutral","1756","2595"
"Neutral","-1678","-1014"
"Neutral","1749","-1067"
"Neutral","1336","628"
"Neutral","-1611","2577"
"Neutral","85","-2439"
"Neutral","3042","-839"
"Kavani","498","722"
"Neutral","1464","687"
"Neutral","193","-838"
"Neutral","1309","126"
"Neutral","1574","618"
"Neutral","1458","584"
"Neutral","360","2481"
"Neutral","1562","159"
"Neutral","-470","1356"
"Neutral","-1839","1383"
"Neutral","1490","670"
"Neutral","-2074","1691"
"Foralkan","1080","-522"
"Neutral","1604","-514"
"Foralkan","1494","-1060"
"Neutral","-655","-1903"
"Neutral","638","2904"
"Neutral","-3081","-525"
"Neutral","-1911","231"
"Neutral","1439","-1521"
"Neutral","3371","845"
"Neutral","533","2579"
"Neutral","1300","-1506"
"Neutral","-2296","74"
"Neutral","-1859","71"
"Neutral","1506","-1591"
"Neutral","1334","-1799"
"Neutral","-1943","623"
"Neutral","2306","-816"
"Neutral","997","-1559"
"Neutral","-326","2116"
"Neutral","1310","-1697"
"Neutral","-2323","-550"
"Neutral","-2335","283"
"Neutral","1319","-2112"
"Neutral","-1332","2391"
"Neutral","1433","-2548"
"Neutral","-646","713"
"Neutral","2711","2502"
"Lycentian","-288","-283"
"Neutral","1757","1540"
"Neutral","945","-2991"
"Neutral","-1689","1339"
"Neutral","1106","2658"
"Neutral","1215","712"
"Neutral","-2432","-826"
"Neutral","800","1794"
"Neutral","840","1839"
"Neutral","1910","-2594"
"Neutral","2209","2606"
"Neutral","-1813","2235"
"Neutral","702","2690"
"Neutral","791","-1652"
"Neutral","-2399","577"
"Neutral","1761","-797"
"Neutral","1320","-1401"
"Neutral","2696","2446"
"Neutral","859","1053"
"Neutral","1753","757"
"Neutral","-695","-2488"
"Neutral","-1026","-1037"
"Neutral","-1093","-1293"
"Neutral","1124","1033"
"Neutral","-1617","-102"
"Neutral","-164","-1950"
"Neutral","-822","811"
"Neutral","3442","939"
"Neutral","-2468","1451"
"Neutral","-363","-1328"
"Neutral","-2321","680"
"Neutral","38","531"
"Neutral","-1032","-2241"
"Neutral","1362","-1640"
"Neutral","-2034","-263"
"Neutral","989","-1381"
"Neutral","581","1775"
"Neutral","971","-1804"
"Neutral","699","-2583"
"Neutral","1663","820"
"Neutral","-755","-1887"
"Neutral","-1923","-2291"
"Neutral","1110","-1857"
"Neutral","60","-1082"
"Neutral","908","-2002"
"Neutral","-1121","779"
"Neutral","1029","-1976"
"Neutral","472","2368"
"Neutral","1776","-1700"
"Neutral","-2206","1202"
"Neutral","3063","-1504"
"Neutral","2504","1635"
"Neutral","-1586","284"
"Neutral","-1381","-703"
"Neutral","-2207","-1442"
"Neutral","-1349","2449"
"Neutral","1786","1774"
"Neutral","934","-2559"
"Neutral","1864","-1676"
"Neutral","2121","-1663"
"Lycentian","-781","-357"
"Neutral","-1980","722"
"Neutral","-496","2969"
"Lycentian","-816","-321"
"Neutral","519","2322"
"Neutral","2749","2374"
"Neutral","528","2248"
"Neutral","590","2412"
"Neutral","-1961","-626"
"Neutral","163","-2886"
"Neutral","-1895","-2165"
"Neutral","156","-1414"
"Neutral","-2236","694"
"Neutral","2587","-1497"
"Neutral","1028","-1864"
"Neutral","-846","2083"
"Neutral","-1751","-1221"
"Neutral","-2617","-813"
"Neutral","-1714","2616"
"Neutral","-1037","-649"
"Kavani","582","1516"
"Neutral","-2518","-834"
"Lycentian","-277","-364"
"Neutral","-2184","1127"
"Neutral","-2638","75"
"Neutral","-1300","1325"
"Neutral","-3016","-451"
"Neutral","76","2138"
"Neutral","-1482","-12"
"Neutral","-2811","437"
"Neutral","-629","-1244"
"Neutral","760","18"
"Neutral","308","2113"
"Neutral","-1300","-685"
"Neutral","487","-667"
"Neutral","1657","2889"
"Neutral","1835","-199"
"Neutral","115","-593"
"Neutral","-992","-1060"
"Foralkan","793","-844"
"Neutral","-559","-2200"
"Neutral","-2125","-687"
"Neutral","729","-2294"
"Kavani","287","1589"
"Neutral","696","-2122"
"Neutral","-960","-1429"
"Neutral","-1379","2325"
"Neutral","720","-2557"
"Neutral","-59","2669"
"Neutral","-584","1328"
"Neutral","578","-2461"
"Neutral","-1685","671"
"Lycentian","-725","70"
"Neutral","327","2570"
"Neutral","188","1995"
"Neutral","-1542","-2362"
"Neutral","-707","887"
"Neutral","-1450","2351"
"Neutral","227","1824"
"Neutral","-522","962"
"Neutral","2002","-1853"
"Neutral","-1159","3087"
"Neutral","-2629","-332"
"Kavani","129","1554"
"Neutral","-1209","2577"
"Kavani","123","1240"
"Kavani","71","1283"
"Neutral","52","784"
"Neutral","-958","-1735"
"Neutral","-3010","795"
"Neutral","-1373","-2388"
"Neutral","-2461","466"
"Neutral","-654","-2856"
"Lycentian","-807","-671"
"Lycentian","-869","16"
"Neutral","1181","1729"
"Neutral","1724","-40"
"Neutral","-238","2726"
"Neutral","-465","1167"
"Neutral","-1581","1959"
"Neutral","-2518","1423"
"Neutral","-2606","164"
"Neutral","-346","1739"
"Neutral","-1315","996"
"Neutral","-1446","-1042"
"Neutral","-1686","-2164"
"Neutral","-1379","-642"
"Neutral","-2710","-360"
"Neutral","-795","1882"
"Neutral","-2252","348"
"Neutral","-1982","-815"
"Neutral","-1235","-2215"
"Neutral","-161","542"
"Neutral","-2826","280"
"Neutral","-1274","2914"
"Kavani","717","788"
"Neutral","-495","1149"
"Neutral","-2710","-1428"
"Neutral","-310","-2371"
"Neutral","-168","-1044"
"Neutral","-95","-1530"
"Neutral","-1006","-2185"
"Lycentian","-666","-736"
"Neutral","-1163","2522"
"Neutral","-2372","1701"
"Neutral","-1791","-1999"
"Neutral","-453","-2000"
"Neutral","-2792","346"
"Neutral","-2732","-37"
"Neutral","1424","-2083"
"Neutral","-2711","-503"
